product_name,brand,category,review_text,rating,sentiment,skin_type,review_date,price_range,verified_purchase
Hydrating Face Cream,NeutriGlow,Moisturizer,Highly recommended for daily use,4,Positive,Oily,09-07-2023,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,No improvement after usage,1,Negative,Normal,12-03-2023,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,Very disappointing product,2,Negative,Oily,21-02-2022,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,I can see visible results within a week,5,Positive,Combination,02-12-2023,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Not worth the money,1,Negative,Oily,11-01-2024,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Did not suit my skin,1,Negative,Normal,29-03-2022,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Highly recommended for daily use,5,Positive,Combination,12-12-2023,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Caused irritation and redness,2,Negative,Normal,04-04-2024,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Did not suit my skin,2,Negative,Combination,04-04-2024,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,No improvement after usage,2,Negative,Combination,20-02-2024,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,"Amazing product, worth the price",4,Positive,Oily,03-04-2023,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,My skin feels smooth and healthy,5,Positive,Normal,14-09-2022,Low,No
Aloe Vera Gel,NatureCare,Gel,Very effective and gentle on my skin,4,Positive,Sensitive,29-03-2023,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Did not suit my skin,1,Negative,Normal,22-05-2022,Mid,No
Vitamin C Serum,SkinPure,Serum,I can see visible results within a week,5,Positive,Oily,07-12-2023,High,Yes
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,5,Positive,Sensitive,03-09-2023,High,No
Vitamin C Serum,SkinPure,Serum,My skin feels smooth and healthy,4,Positive,Dry,04-02-2022,High,No
Hydrating Face Cream,NeutriGlow,Moisturizer,I can see visible results within a week,4,Positive,Combination,07-12-2023,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Not worth the money,2,Negative,Combination,15-10-2023,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Did not suit my skin,2,Negative,Dry,19-12-2022,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Neither good nor bad,3,Neutral,Oily,13-06-2022,Mid,Yes
Vitamin C Serum,SkinPure,Serum,"Amazing product, worth the price",5,Positive,Combination,20-04-2022,High,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,No improvement after usage,2,Negative,Combination,21-12-2022,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Very disappointing product,1,Negative,Oily,04-03-2022,Mid,No
Vitamin C Serum,SkinPure,Serum,Not worth the money,2,Negative,Oily,28-09-2022,High,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Very disappointing product,1,Negative,Oily,11-05-2022,Mid,Yes
Vitamin C Serum,SkinPure,Serum,I can see visible results within a week,4,Positive,Oily,31-01-2022,High,Yes
Vitamin C Serum,SkinPure,Serum,Did not suit my skin,2,Negative,Normal,23-01-2024,High,No
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,1,Negative,Dry,31-01-2022,Low,No
Aloe Vera Gel,NatureCare,Gel,Not worth the money,1,Negative,Sensitive,24-01-2024,Low,No
Aloe Vera Gel,NatureCare,Gel,Did not suit my skin,2,Negative,Combination,16-11-2022,Low,No
Aloe Vera Gel,NatureCare,Gel,Caused irritation and redness,2,Negative,Dry,27-03-2023,Low,No
Aloe Vera Gel,NatureCare,Gel,Highly recommended for daily use,4,Positive,Oily,20-04-2022,Low,Yes
Vitamin C Serum,SkinPure,Serum,No improvement after usage,1,Negative,Combination,27-05-2023,High,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Very disappointing product,2,Negative,Combination,29-08-2022,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Caused irritation and redness,1,Negative,Sensitive,24-02-2023,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Caused irritation and redness,1,Negative,Dry,25-04-2024,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,"Amazing product, worth the price",4,Positive,Oily,06-06-2023,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Not bad but takes time to show effect,3,Neutral,Sensitive,06-06-2022,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,My skin feels smooth and healthy,5,Positive,Sensitive,23-02-2023,Mid,No
Aloe Vera Gel,NatureCare,Gel,Very effective and gentle on my skin,5,Positive,Combination,30-04-2023,Low,No
Vitamin C Serum,SkinPure,Serum,Highly recommended for daily use,5,Positive,Oily,17-10-2023,High,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Very disappointing product,1,Negative,Sensitive,22-04-2022,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,I can see visible results within a week,4,Positive,Combination,30-05-2022,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Not bad but takes time to show effect,3,Neutral,Dry,11-11-2022,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,I can see visible results within a week,4,Positive,Normal,06-06-2022,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Neither good nor bad,3,Neutral,Sensitive,13-05-2024,Mid,No
Aloe Vera Gel,NatureCare,Gel,Did not suit my skin,2,Negative,Combination,20-09-2022,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,"Product is okay, nothing special",3,Neutral,Combination,21-10-2023,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,My skin feels smooth and healthy,5,Positive,Sensitive,03-03-2024,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Caused irritation and redness,1,Negative,Normal,31-05-2022,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Highly recommended for daily use,4,Positive,Dry,11-11-2022,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,"Product is okay, nothing special",3,Neutral,Normal,14-06-2024,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,My skin feels smooth and healthy,5,Positive,Combination,24-08-2023,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Highly recommended for daily use,4,Positive,Sensitive,23-09-2022,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Caused irritation and redness,1,Negative,Oily,06-07-2022,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,"Product is okay, nothing special",3,Neutral,Dry,04-11-2023,Low,No
Vitamin C Serum,SkinPure,Serum,Did not suit my skin,2,Negative,Oily,02-05-2022,High,No
Aloe Vera Gel,NatureCare,Gel,I can see visible results within a week,5,Positive,Normal,11-03-2023,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,2,Negative,Oily,01-01-2024,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Did not suit my skin,2,Negative,Dry,05-03-2022,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Very effective and gentle on my skin,4,Positive,Normal,27-04-2024,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Not bad but takes time to show effect,3,Neutral,Oily,14-01-2022,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,1,Negative,Dry,20-04-2022,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Very effective and gentle on my skin,4,Positive,Normal,01-03-2023,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Very disappointing product,2,Negative,Combination,02-12-2023,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Not worth the money,1,Negative,Normal,26-10-2023,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,"Product is okay, nothing special",3,Neutral,Combination,10-01-2022,Low,Yes
Vitamin C Serum,SkinPure,Serum,My skin feels smooth and healthy,4,Positive,Combination,17-08-2022,High,No
Vitamin C Serum,SkinPure,Serum,Very disappointing product,1,Negative,Oily,29-04-2023,High,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,"Amazing product, worth the price",4,Positive,Normal,02-02-2024,Low,Yes
Vitamin C Serum,SkinPure,Serum,I can see visible results within a week,4,Positive,Normal,18-02-2024,High,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,1,Negative,Sensitive,19-04-2022,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,I can see visible results within a week,5,Positive,Oily,08-03-2024,Low,No
Vitamin C Serum,SkinPure,Serum,No improvement after usage,2,Negative,Normal,19-06-2024,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,"Amazing product, worth the price",4,Positive,Oily,03-07-2023,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,2,Negative,Oily,04-04-2023,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Very disappointing product,1,Negative,Dry,28-03-2024,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,"Amazing product, worth the price",5,Positive,Combination,14-03-2024,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,No improvement after usage,1,Negative,Oily,23-06-2022,Low,No
Vitamin C Serum,SkinPure,Serum,Caused irritation and redness,2,Negative,Dry,16-06-2024,High,No
Vitamin C Serum,SkinPure,Serum,Not worth the money,1,Negative,Sensitive,23-08-2023,High,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Highly recommended for daily use,4,Positive,Normal,27-12-2022,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,Highly recommended for daily use,4,Positive,Oily,03-02-2023,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,I can see visible results within a week,4,Positive,Normal,08-12-2023,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,"Product is okay, nothing special",3,Neutral,Dry,02-04-2022,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,"Amazing product, worth the price",4,Positive,Combination,23-04-2024,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Caused irritation and redness,1,Negative,Sensitive,10-01-2022,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Caused irritation and redness,1,Negative,Normal,25-02-2024,Low,No
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,2,Negative,Oily,27-09-2023,Low,Yes
Vitamin C Serum,SkinPure,Serum,Neither good nor bad,3,Neutral,Normal,25-05-2024,High,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Did not suit my skin,2,Negative,Oily,11-01-2022,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Highly recommended for daily use,5,Positive,Oily,13-04-2024,Mid,Yes
Vitamin C Serum,SkinPure,Serum,Did not suit my skin,1,Negative,Dry,14-04-2022,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,Highly recommended for daily use,4,Positive,Combination,21-02-2024,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Caused irritation and redness,2,Negative,Dry,15-11-2023,Mid,No
Aloe Vera Gel,NatureCare,Gel,Highly recommended for daily use,5,Positive,Oily,06-04-2022,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,No improvement after usage,1,Negative,Combination,26-05-2023,Mid,No
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,4,Positive,Normal,19-04-2024,High,No
Aloe Vera Gel,NatureCare,Gel,Highly recommended for daily use,4,Positive,Dry,20-07-2023,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Not worth the money,2,Negative,Normal,28-02-2024,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Neither good nor bad,3,Neutral,Oily,18-05-2022,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Highly recommended for daily use,5,Positive,Sensitive,03-06-2023,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Neither good nor bad,3,Neutral,Dry,21-01-2023,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,2,Negative,Dry,22-01-2024,Mid,No
Vitamin C Serum,SkinPure,Serum,Not bad but takes time to show effect,3,Neutral,Combination,22-03-2023,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,Highly recommended for daily use,4,Positive,Sensitive,25-05-2022,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,I can see visible results within a week,4,Positive,Oily,28-01-2022,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,"Amazing product, worth the price",5,Positive,Sensitive,06-05-2022,Mid,No
Aloe Vera Gel,NatureCare,Gel,"Amazing product, worth the price",4,Positive,Normal,19-10-2023,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,No improvement after usage,2,Negative,Oily,14-05-2023,Mid,No
Vitamin C Serum,SkinPure,Serum,"Amazing product, worth the price",5,Positive,Oily,05-03-2024,High,Yes
Aloe Vera Gel,NatureCare,Gel,Not worth the money,1,Negative,Combination,31-05-2023,Low,No
Vitamin C Serum,SkinPure,Serum,Highly recommended for daily use,4,Positive,Oily,15-06-2022,High,Yes
Aloe Vera Gel,NatureCare,Gel,"Amazing product, worth the price",4,Positive,Normal,17-02-2023,Low,Yes
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,5,Positive,Normal,03-05-2024,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,Very effective and gentle on my skin,4,Positive,Sensitive,14-09-2022,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Very effective and gentle on my skin,4,Positive,Dry,28-05-2022,Mid,No
Vitamin C Serum,SkinPure,Serum,Decent product for the price,3,Neutral,Dry,15-01-2024,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,Caused irritation and redness,2,Negative,Combination,11-09-2023,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,My skin feels smooth and healthy,4,Positive,Normal,05-05-2024,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,My skin feels smooth and healthy,4,Positive,Oily,27-03-2024,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,I can see visible results within a week,4,Positive,Normal,27-11-2023,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Not bad but takes time to show effect,3,Neutral,Combination,07-03-2024,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Decent product for the price,3,Neutral,Oily,05-12-2023,Mid,Yes
Vitamin C Serum,SkinPure,Serum,Highly recommended for daily use,5,Positive,Sensitive,31-01-2024,High,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Highly recommended for daily use,4,Positive,Sensitive,21-09-2022,Low,Yes
Vitamin C Serum,SkinPure,Serum,Decent product for the price,3,Neutral,Sensitive,07-04-2023,High,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Highly recommended for daily use,5,Positive,Sensitive,27-05-2023,Low,No
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,2,Negative,Sensitive,20-05-2024,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Caused irritation and redness,2,Negative,Normal,23-09-2022,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Not worth the money,2,Negative,Sensitive,07-02-2024,Mid,Yes
Vitamin C Serum,SkinPure,Serum,Caused irritation and redness,2,Negative,Oily,25-12-2023,High,Yes
Vitamin C Serum,SkinPure,Serum,"Amazing product, worth the price",4,Positive,Oily,19-04-2022,High,Yes
Aloe Vera Gel,NatureCare,Gel,"Amazing product, worth the price",4,Positive,Sensitive,14-09-2023,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,I can see visible results within a week,4,Positive,Dry,28-02-2022,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Highly recommended for daily use,5,Positive,Combination,27-04-2022,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Very effective and gentle on my skin,4,Positive,Normal,21-07-2023,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,2,Negative,Oily,05-05-2024,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Caused irritation and redness,2,Negative,Normal,27-05-2024,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Did not suit my skin,2,Negative,Sensitive,06-08-2023,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Did not suit my skin,2,Negative,Sensitive,03-10-2022,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,"Amazing product, worth the price",4,Positive,Normal,26-01-2022,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Not worth the money,1,Negative,Dry,05-04-2024,Mid,Yes
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,4,Positive,Oily,17-12-2022,High,Yes
Aloe Vera Gel,NatureCare,Gel,"Amazing product, worth the price",5,Positive,Dry,02-08-2022,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Very disappointing product,2,Negative,Combination,14-10-2022,Mid,No
Vitamin C Serum,SkinPure,Serum,Not worth the money,1,Negative,Sensitive,13-06-2022,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,Very disappointing product,2,Negative,Normal,06-01-2022,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,I can see visible results within a week,4,Positive,Combination,24-09-2022,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Very effective and gentle on my skin,5,Positive,Normal,17-04-2024,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Not worth the money,2,Negative,Normal,19-08-2022,Low,Yes
Vitamin C Serum,SkinPure,Serum,I can see visible results within a week,4,Positive,Dry,08-07-2023,High,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Did not suit my skin,1,Negative,Sensitive,16-08-2022,Low,No
Aloe Vera Gel,NatureCare,Gel,"Amazing product, worth the price",5,Positive,Sensitive,02-03-2022,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,I can see visible results within a week,4,Positive,Sensitive,24-10-2023,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,No improvement after usage,2,Negative,Normal,22-10-2023,Mid,No
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,5,Positive,Sensitive,29-09-2022,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,No improvement after usage,1,Negative,Normal,29-05-2024,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Very effective and gentle on my skin,4,Positive,Sensitive,08-01-2023,Mid,No
Vitamin C Serum,SkinPure,Serum,Very disappointing product,1,Negative,Normal,11-01-2022,High,Yes
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,5,Positive,Oily,19-06-2022,High,Yes
Aloe Vera Gel,NatureCare,Gel,Not bad but takes time to show effect,3,Neutral,Dry,27-09-2023,Low,Yes
Aloe Vera Gel,NatureCare,Gel,I can see visible results within a week,5,Positive,Normal,05-02-2022,Low,Yes
Vitamin C Serum,SkinPure,Serum,"Average results, expected more",3,Neutral,Dry,11-09-2022,High,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Did not suit my skin,2,Negative,Dry,02-01-2023,Mid,Yes
Vitamin C Serum,SkinPure,Serum,"Product is okay, nothing special",3,Neutral,Combination,19-12-2022,High,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Did not suit my skin,2,Negative,Combination,18-10-2022,Low,No
Vitamin C Serum,SkinPure,Serum,I can see visible results within a week,4,Positive,Normal,01-06-2023,High,No
Anti-Acne Face Wash,ClearSkin,Cleanser,No improvement after usage,2,Negative,Dry,17-07-2022,Low,Yes
Vitamin C Serum,SkinPure,Serum,I can see visible results within a week,4,Positive,Dry,30-08-2023,High,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Very effective and gentle on my skin,5,Positive,Oily,22-12-2022,Mid,Yes
Vitamin C Serum,SkinPure,Serum,Neither good nor bad,3,Neutral,Combination,03-04-2022,High,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Highly recommended for daily use,4,Positive,Combination,09-02-2024,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Very effective and gentle on my skin,5,Positive,Normal,18-05-2022,Low,Yes
Vitamin C Serum,SkinPure,Serum,Did not suit my skin,2,Negative,Sensitive,16-02-2023,High,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Highly recommended for daily use,4,Positive,Combination,26-08-2023,Mid,No
Vitamin C Serum,SkinPure,Serum,Very disappointing product,1,Negative,Oily,29-01-2023,High,Yes
Aloe Vera Gel,NatureCare,Gel,No improvement after usage,1,Negative,Normal,28-07-2022,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Not worth the money,1,Negative,Normal,16-05-2022,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,No improvement after usage,1,Negative,Dry,13-04-2022,Mid,No
Vitamin C Serum,SkinPure,Serum,"Amazing product, worth the price",4,Positive,Dry,10-03-2023,High,No
Aloe Vera Gel,NatureCare,Gel,No improvement after usage,2,Negative,Normal,07-10-2023,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,Very disappointing product,1,Negative,Dry,20-12-2023,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,1,Negative,Sensitive,08-04-2024,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Highly recommended for daily use,5,Positive,Normal,12-06-2022,Mid,No
Vitamin C Serum,SkinPure,Serum,"Product is okay, nothing special",3,Neutral,Oily,15-07-2022,High,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Not bad but takes time to show effect,3,Neutral,Dry,30-05-2024,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,"Average results, expected more",3,Neutral,Oily,05-10-2022,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Very effective and gentle on my skin,5,Positive,Oily,03-11-2022,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,I can see visible results within a week,4,Positive,Sensitive,29-08-2023,Low,No
Aloe Vera Gel,NatureCare,Gel,Highly recommended for daily use,4,Positive,Normal,10-05-2022,Low,No
Vitamin C Serum,SkinPure,Serum,No improvement after usage,2,Negative,Oily,29-05-2023,High,Yes
Aloe Vera Gel,NatureCare,Gel,Very effective and gentle on my skin,5,Positive,Oily,28-08-2023,Low,Yes
Aloe Vera Gel,NatureCare,Gel,"Amazing product, worth the price",5,Positive,Sensitive,20-05-2023,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,I can see visible results within a week,4,Positive,Normal,23-07-2022,Mid,Yes
Vitamin C Serum,SkinPure,Serum,Highly recommended for daily use,5,Positive,Normal,26-07-2023,High,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Not bad but takes time to show effect,3,Neutral,Normal,28-02-2022,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Very effective and gentle on my skin,5,Positive,Combination,20-03-2023,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Neither good nor bad,3,Neutral,Normal,15-03-2024,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Not worth the money,2,Negative,Normal,25-06-2022,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,2,Negative,Sensitive,18-03-2024,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Neither good nor bad,3,Neutral,Sensitive,09-05-2023,Low,Yes
Vitamin C Serum,SkinPure,Serum,Not bad but takes time to show effect,3,Neutral,Combination,10-08-2022,High,No
Hydrating Face Cream,NeutriGlow,Moisturizer,I can see visible results within a week,5,Positive,Sensitive,22-06-2022,Mid,Yes
Vitamin C Serum,SkinPure,Serum,Neither good nor bad,3,Neutral,Oily,13-02-2024,High,Yes
Vitamin C Serum,SkinPure,Serum,Decent product for the price,3,Neutral,Sensitive,22-06-2022,High,No
Vitamin C Serum,SkinPure,Serum,I can see visible results within a week,5,Positive,Sensitive,13-07-2022,High,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Caused irritation and redness,1,Negative,Dry,22-03-2024,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,1,Negative,Combination,07-08-2023,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Not worth the money,1,Negative,Normal,21-12-2023,Mid,No
Vitamin C Serum,SkinPure,Serum,"Amazing product, worth the price",4,Positive,Oily,18-05-2022,High,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Neither good nor bad,3,Neutral,Combination,27-04-2024,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,"Amazing product, worth the price",4,Positive,Dry,09-07-2022,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,1,Negative,Oily,05-01-2024,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Caused irritation and redness,1,Negative,Oily,12-08-2023,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Caused irritation and redness,2,Negative,Normal,27-09-2023,Low,Yes
Vitamin C Serum,SkinPure,Serum,Neither good nor bad,3,Neutral,Sensitive,06-04-2022,High,Yes
Vitamin C Serum,SkinPure,Serum,"Amazing product, worth the price",4,Positive,Oily,13-12-2023,High,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Very effective and gentle on my skin,5,Positive,Dry,18-04-2023,Mid,No
Aloe Vera Gel,NatureCare,Gel,"Amazing product, worth the price",4,Positive,Combination,14-02-2023,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,"Amazing product, worth the price",4,Positive,Sensitive,10-06-2024,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Did not suit my skin,2,Negative,Normal,01-01-2024,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,I can see visible results within a week,5,Positive,Combination,22-08-2022,Mid,No
Vitamin C Serum,SkinPure,Serum,Decent product for the price,3,Neutral,Sensitive,03-04-2022,High,No
Vitamin C Serum,SkinPure,Serum,Not worth the money,2,Negative,Oily,30-07-2022,High,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Did not suit my skin,1,Negative,Normal,23-09-2022,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Decent product for the price,3,Neutral,Dry,24-07-2022,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Decent product for the price,3,Neutral,Combination,30-04-2022,Low,Yes
Vitamin C Serum,SkinPure,Serum,My skin feels smooth and healthy,4,Positive,Sensitive,06-11-2023,High,No
Aloe Vera Gel,NatureCare,Gel,"Amazing product, worth the price",4,Positive,Sensitive,10-02-2024,Low,Yes
Vitamin C Serum,SkinPure,Serum,Neither good nor bad,3,Neutral,Normal,27-10-2022,High,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Decent product for the price,3,Neutral,Sensitive,08-04-2024,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,"Product is okay, nothing special",3,Neutral,Oily,08-06-2023,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,I can see visible results within a week,4,Positive,Normal,23-09-2023,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,2,Negative,Oily,22-06-2022,Low,No
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,4,Positive,Combination,01-10-2022,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,Not worth the money,2,Negative,Dry,03-10-2022,Mid,No
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,2,Negative,Normal,23-04-2024,Low,No
Aloe Vera Gel,NatureCare,Gel,I can see visible results within a week,4,Positive,Normal,19-02-2024,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Decent product for the price,3,Neutral,Normal,14-01-2023,Low,Yes
Vitamin C Serum,SkinPure,Serum,Highly recommended for daily use,4,Positive,Normal,05-08-2023,High,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,No improvement after usage,2,Negative,Dry,13-06-2023,Mid,No
